,symbol,stock_return_100,market_return_100,sentiment,market_cap,ebitda,pe_ratio,peg_ratio,book_value,dividend_per_share,dividend_yield,eps,revenue_per_share,profit_margin,operating_margin,return_on_assets,return_on_equity,revenue,gross_profit,diluted_eps,quarterly_earnings_growth,quarterly_revenue_growth,trailing_pe,forward_pe,price_to_sales_ratio,price_to_book_ratio,ev_to_revenue,ev_to_ebitda,beta,outperformed
118,ADD,0.8659793814432991,0.09360718955319823,0.23209981481481481,17417400,-73001600,None,None,10.05,0,0,-19.79,4.257,0,-4.776,-0.733,-1.231,16519100,7972200,-19.79,0,3.047,-,-,0.295,0.105,0.256,-0.0579,2.236,True
119,ADEA,-0.24356194065088696,0.09360718955319823,0.29163196666666674,892870000,322034000,6.49,None,2.866,0.2,0.0229,1.29,4.207,-0.674,0.368,0.0549,0.169,438933000,438933000,1.29,0,-0.518,6.49,7.79,1.115,1.083,1.806,-13.54,0.901,False
120,ADER,0.04399999999999995,0.09360718955319823,0.05822766666666666,357500000,None,40,None,-0.606,0,0,0.26,0,0,0,0,0,0,0,0.26,0.001,0,40,-,-,1.359,-,-71.5,0.0315,False
121,ADERU,0.026026026026026005,0.09360718955319823,,333781000,None,46.8,None,-0.606,0,0,0.219,0,0,0,0,0,0,0,0.219,0.001,0,46.8,-,-,-,-,-,0.0315,False
122,ADERW,-0.903157894736842,0.09360718955319823,,333781000,None,None,None,None,None,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
123,ADES,-0.30419580419580416,0.09360718955319823,0.15712839622641517,53925000,-21489000,None,0.1,-0.896,0,0,-0.48,5.72,0,0,-0.0294,0.0005,105342000,-6102000,-0.48,12.28,-0.078,-,2.397,0.41,0.304,0.0169,-2.295,0.805,False
124,ADI,0.3284812799377994,0.09360718955319823,0.22248886999999992,99764330000,6570859000,29.84,1.526,72.22,3.14,0.0174,6.61,24.44,0.273,0.338,0.0524,0.0928,12579290000,7803870000,6.61,2.547,0.211,29.84,17.06,7.04,2.398,7.71,16.54,1.144,True
125,ADIL,0.2221010541621228,0.09360718955319823,0.1006418780487805,10152300,-13308838,None,None,0.123,0,0,-0.64,0,0,0,-1.26,-3.753,0,0,-0.64,0,0,-,-,-,1.179,-,-0.0585,0.983,True
126,ADILW,0.898360655737705,0.09360718955319823,,None,None,None,None,None,None,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
127,ADM,-0.1386685678782065,0.09360718955319823,0.21611770499999994,43376804000,5266000000,10.3,16.43,44.39,1.6,0.0224,7.71,180.71,0.0427,0.0417,0.0457,0.184,101556003000,7570000000,7.71,0.332,0.123,10.3,14.45,0.514,2.124,0.604,9.31,0.792,False
128,ADMA,0.30364372469635625,0.09360718955319823,0.0914707532467533,715342000,-32251712,None,0,0.685,0,0,-0.35,0.779,-0.428,-0.256,-0.0788,-0.45,154080000,35265200,-0.35,0,0.894,-,-,5.94,7.7,6.26,-17.46,0.872,True
129,ADMP,-0.220112517580872,0.09360718955319823,0.053700367924528286,18050000,-23575466,None,0,-0.005,0,0,-0.16,0.032,0,-5.27,-0.636,-2.077,4756100,-1431408,-0.16,0,0.981,-,-,17.64,8.62,15.59,-0.784,1.262,False
130,ADN,-0.4224598930481283,0.09360718955319823,0.006528262295081967,55855000,-44995000,None,None,1.24,0,0,-0.66,0.152,0,-6.09,-0.236,-0.765,7837000,1662600,-0.66,0,-0.326,-,-,11.66,0.934,2.358,-0.421,-0.0303,False
131,ADNT,0.0884146341463416,0.09360718955319823,0.13448343548387093,3719496000,624000000,None,0.145,22.98,0,0,-0.48,151.07,-0.0038,0.0196,0.0176,0.0087,14340000000,775000000,-0.48,-0.954,0.063,-,20.08,0.231,1.641,0.356,8.35,2.78,False
132,ADNWW,-0.3505000000000001,0.09360718955319823,,437762000,-1449193,None,None,None,None,0,None,0.25,-2.137,-1.939,0,0.985,753940,0,0,0,1.159,-,-,-,-,-,-,None,False
133,ADOC,0.036573628488931566,0.09360718955319823,,39400800,None,None,None,-0.891,0,0,-2.74,0,0,0,-0.0279,-0.59,0,0,-2.74,0,0,-,-,-,2.793,-,-7.31,0.0105,False
134,ADOCR,1.456,0.09360718955319823,0.21580687500000004,118984000,None,None,None,-0.891,0,0,-0.551,0,0,0,-0.0279,-0.59,0,0,-0.551,0,0,-,-,-,-,-,-,0.0105,True
135,ADOCW,0.857142857142857,0.09360718955319823,,118630000,None,None,None,None,None,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
136,ADP,-0.10018922289901076,0.09360718955319823,0.19658476000000008,91068449000,4692000000,28.46,2.947,7.21,4.37,0.0231,7.52,41.49,0.182,0.241,0.0458,0.783,17247199000,7447100000,7.52,0.182,0.091,28.46,31.95,6.11,41.87,6.72,24.22,0.819,False
137,ADPT,0.20413793103448283,0.09360718955319823,0.09673124778761064,1240346000,-177666000,None,0,3.244,0,0,-1.46,1.3,-1.08,-1.072,-0.14,-0.375,185308000,-13657000,-1.46,0,0.455,-,-,6.64,2.436,4.698,-3.906,1.173,True
138,ADSE,-0.5504761904761905,0.09360718955319823,0.05908085714285714,128853000,-36201000,None,None,1.861,0,0,-1.97,0.433,0,-1.653,-0.249,-2.33,21519000,-2275000,-1.97,0,-0.55,-,-,7.92,2.507,8.01,-2.057,0.337,False
139,ADSEW,-0.6065573770491803,0.09360718955319823,,None,2172000,None,None,-429.66,None,0,-100.83,2063.14,-0.0427,-0.001,0,0,66101000,0,-100.83,0,8.45,-,-,-,-,-,-,None,False
140,ADSK,0.04475617902471599,0.09360718955319823,0.16322056000000007,43789435000,1094000000,53.79,1.079,5.33,0,0,3.78,23.17,0.164,0.205,0.0711,0.826,5005000000,4583000000,3.78,2.378,0.088,53.79,27.25,8.55,47.65,9.06,43.62,1.512,False
141,ADT,-0.18679289605077246,0.09360718955319823,0.2133214691358025,7691393000,2308536000,None,None,3.547,0.14,0.0163,-0.285,6.91,-0.006,0.0874,0.0199,-0.0124,6130856000,3756938000,-0.285,0,0.218,-,-,-,-,-,-,1.795,False
142,ADTH,-0.2837837837837838,0.09360718955319823,0.24928913043478246,143569000,9302000,5.13,None,1.787,0,0,0.31,1.926,0.177,0.0077,0.004,0.215,166082000,166082000,0.31,-0.695,-0.058,5.13,42.92,0.801,0.981,0.487,1.684,None,False
143,ADTHW,-0.40119760479041916,0.09360718955319823,,None,34974000,0.387,None,1.586,None,0,0.31,3.622,0.0908,0.169,0,0,157473000,0,0.31,0.481,0.363,0.387,-,-,-,-,-,None,False
144,ADTN,-0.1505980132167082,0.09360718955319823,0.17295017241379304,1229477000,7988000,None,11.04,12.77,0.36,0.0232,-0.03,16.45,-0.002,-0.0581,-0.0304,-0.0107,1025536000,327260000,-0.03,-0.6,1.324,-,17.06,1.827,1.78,1.917,-115.12,1.404,False
145,ADTX,-0.46518987341772156,0.09360718955319823,0.05718422222222224,3720600,-26374260,None,None,3.402,0,0,-67.17,0.886,0,-31.38,-0.863,-3.391,853150,27060,-67.17,0,0,-,0.371,7.95,0.524,1.143,-0.0239,1.598,False
146,ADUS,-0.015008495374740452,0.09360718955319823,0.2077023921568627,1682936000,87597000,36.49,1.737,39.8,0,0,2.86,59.97,0.0484,0.0773,0.0488,0.0762,951120000,299739000,2.86,0.11,0.1,36.49,26.04,1.798,2.783,1.956,22.11,0.819,False
147,ADV,-0.52,0.09360718955319823,0.13447829999999997,508991000,400962000,None,None,3.516,0,0,-4.1,12.71,-0.341,0.0415,0.0207,-0.723,4049742000,556559000,-4.1,-0.056,0.068,-,-,0.156,0.259,0.653,6.03,1.631,False
148,ADVM,0.029260402881929007,0.09360718955319823,0.10299101639344263,69800000,-143783008,None,0,1.813,0,0,-1.57,0,0,0,-0.251,-0.621,0,-81681000,-1.57,0,-0.7,-,-,3419.85,0.302,3700.64,0.229,0.754,False
149,ADXN,0.31416370106761565,0.09360718955319823,0.05267504938271605,14503800,-21509952,None,None,0.9,0,0,-3.17,0.186,0,0,-0.879,-2.027,1247300,1445000,-3.17,0,-0.451,-,-,10.28,1.409,2.539,-0.147,1.773,True
150,AEAE,0.03180914512922468,0.09360718955319823,0.030590666666666665,298138000,None,8.13,None,-0.364,0,0,1.276,0,0,0,0,0,0,0,1.276,0,0,8.13,-,-,1.302,-,-,None,False
151,AEAEU,0.028712871287128804,0.09360718955319823,,None,None,8.14,None,-0.364,0,0,1.276,0,0,0,0,0,0,0,1.276,0,0,8.14,-,-,-,-,-,None,False
152,AEAEW,-0.30746112635567746,0.09360718955319823,,None,None,None,None,-0.02,None,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
153,AEE,0.07452210038854025,0.09360718955319823,0.18178295454545454,22741039000,2978000000,20.87,2.548,40.11,2.36,0.0292,4.14,29.65,0.14,0.222,0.0288,0.105,7662000000,3343000000,4.14,0.303,0.335,20.87,20.53,3.182,2.246,5.12,12.45,0.429,False
154,AEFC,0.15258697246577685,0.09360718955319823,,None,None,None,None,None,None,0.0254,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
155,AEG,-0.06034482758620676,0.09360718955319823,,8670111000,-1546000000,None,14.09,6.78,0.23,0.0475,-0.47,-6.37,0,0.129,-0.0024,-0.0507,-12888000512,1253000000,-0.47,-0.603,-0.366,-,6.71,0.318,0.611,0.482,-,1.318,False
156,AEHA,-0.021532416502946853,0.09360718955319823,0.10683827272727271,,,,,,,,,,,,,,,,,,,,,,,,,,False
157,AEHL,0.6921711057304276,0.09360718955319823,0.12426825806451612,13558600,-55446000,None,None,3.711,0,0,-0.86,50.39,-0.157,-0.185,-0.221,-0.946,301124000,-26002000,-0.86,0,1.693,-,-,0.0121,1.177,0.0387,-0.273,0.931,True
158,AEHR,0.4469623915139828,0.09360718955319823,0.14731752500000006,833060000,13943000,57.71,5.92,2.461,0,0,0.52,2.296,0.226,0.215,0.119,0.253,62981000,23665000,0.52,0.75,0.126,57.71,-,11.43,13.02,11.37,66.35,2.019,True
159,AEI,-0.5653459491425192,0.09360718955319823,0.006251475000000001,13708500,-14727314,0.311,None,19.87,0,0,4.72,1.215,0,-2.377,-0.0564,-0.352,6453400,8497000,4.72,0,-0.849,0.311,-,3.797,0.171,0.0379,1.429,1.234,False
160,AEIS,0.14250149332511286,0.09360718955319823,0.1939157837837838,3515389000,305201000,17.53,0.41,28.49,0.4,0.0042,5.25,49.26,0.108,0.133,0.0804,0.208,1845422000,680502000,5.25,0.103,0.236,17.53,19.34,1.916,3.549,2.05,12.88,1.563,True
161,AEL,0.04923167287816787,0.09360718955319823,0.16552963829787232,3088538000,1617695000,2.827,1.14,37.37,0.36,0.0099,12.86,15.85,0.851,1.117,0.0132,0.257,1435125000,-509472000,12.86,1.229,-0.392,2.827,8.07,1.806,1.067,0.564,-,0.903,False
162,AEL-P-A,0.16501460132871512,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
163,AEL-P-B,0.11761975503333828,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
164,AEM,0.2744422515737651,0.09360718955319823,0.18799474,26962248000,2491813000,36.46,1.91,35.58,1.6,0.0305,1.53,13.12,0.117,0.248,0.0528,0.0603,5741162000,3097841000,1.53,0.085,0.455,36.46,25.91,4.559,1.44,4.552,11.49,0.766,True
165,AEMD,-0.1716738197424893,0.09360718955319823,0.05484701449275362,8866200,-13019756,None,0,0.752,0,0,-0.74,0.001,0,-1006.89,-0.387,-0.706,13120,294160,-0.74,0,-0.617,-,0.21,228.45,0.427,1.066,0.767,1.26,False
166,AENZ,-0.06972868217054261,0.09360718955319823,0.11791974999999999,198478000,193346000,None,None,13.39,0,0,-1.6,57.51,-0.104,0.008,0.0037,-0.254,4387832000,451074000,-1.6,0.857,0.152,-,-,0.0482,0.633,0.118,11.75,0.509,False
167,AEO,0.26175115207373273,0.09360718955319823,0.1892753799999999,2684076000,481755000,21.21,38.27,8.2,0.36,0.0295,0.64,27.45,0.0251,0.0548,0.0475,0.0828,4989833000,1745248000,0.64,0.123,-0.008,21.21,12.25,0.549,1.958,0.923,9.96,1.505,True
168,AEP,0.047884695413065476,0.09360718955319823,0.21804698999999997,46929392000,7122700000,20.31,3.045,46.5,3.17,0.0365,4.49,38.37,0.117,0.202,0.0274,0.0985,19639501000,8414100000,4.49,-0.304,0.202,20.31,18.62,2.61,2.085,4.69,12.14,0.437,False
169,AEPPZ,0.03050495412699247,0.09360718955319823,,None,7122700000,9.8,None,46.5,3.17,0.0303,5.22,38.37,0.117,0.202,0.0274,0.0985,19639501000,0,5.22,-0.304,0.202,9.8,-,-,-,-,-,0.437,False
170,AER,-0.011069451883592171,0.09360718955319823,0.12285105263157894,13197000000,3323248000,None,0.91,66.85,0,0,-3.02,28.75,-0.105,0.477,0.0286,-0.0439,6914985000,3701578000,-3.02,3.735,0.247,-,7.33,2.17,0.935,9.29,15.76,2.005,False
171,AES,-0.08707918486475294,0.09360718955319823,0.15823740909090908,16167134000,3399000000,None,2.127,2.391,0.64,0.0279,-0.81,18.89,-0.0433,0.186,0.0411,-0.0867,12617000000,2548000000,-0.81,0.229,0.105,-,16.72,1.556,7.6,3.273,30.85,0.927,False
172,AESC,-0.05615072304361343,0.09360718955319823,,None,3399000000,None,None,2.391,0.64,0,-0.223,18.89,-0.0433,0.186,0.0411,-0.0867,12617000000,0,-0.223,0.229,0.105,-,-,-,-,-,-,0.927,False
173,AESI,,0.09360718955319823,0.197275,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
174,AEVA,-0.32919254658385094,0.09360718955319823,0.0673385652173913,243489000,-148690000,None,None,1.508,0,0,-0.7,0.019,0,-36.25,-0.227,-0.375,4192000,-4255000,-0.7,0,-0.935,-,-,48.55,0.919,6.03,0.0488,1.192,False
175,AEVA-WS,-0.27457824316463053,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
176,AEY,-0.4471153846153847,0.09360718955319823,0.12472640909090912,16280500,2373000,38,0,0.852,0,0,0.03,7.2,0.0049,0.0117,0.027,0.0441,97028000,27789000,0.03,1.135,-0.229,38,-,0.218,1.529,0.2,-45.05,0.535,False
177,AEYE,0.6250994958875031,0.09360718955319823,0.08766364444444438,85647000,-7010000,None,0,0.917,0,0,-0.93,2.606,-0.349,-0.265,-0.184,-0.74,29913000,22694000,-0.93,0,0.192,-,-,1.706,4.553,1.608,-3.921,1.137,True
178,AEZS,-0.2791036414565826,0.09360718955319823,0.09985928358208958,12139700,-15361000,None,0,7.37,0,0,-4.54,1.161,0,-2.726,-0.141,-0.512,5640000,5170000,-4.54,0,1.599,-,-,4.022,0.352,0.159,2.592,1.726,False
179,AFAR,0.02958579881656794,0.09360718955319823,,148077000,None,130.5,None,-0.253,0,0,0.08,0,0,0,0,0,0,0,0.08,0,0,130.5,-,-,-,-,-,None,False
180,AFARU,0.05812807881773398,0.09360718955319823,0.009377599999999998,None,None,None,None,-0.253,0,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
181,AFARW,0.21428571428571425,0.09360718955319823,,None,None,None,None,-0.002,0,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
182,AFBI,-0.0029389952481665427,0.09360718955319823,,98305000,None,13.83,None,17.73,0,0,1.05,4.716,0.227,0.296,0.009,0.0599,31453000,31453000,1.05,0.333,0.1,13.83,-,3.13,0.827,-,-,0.377,False
183,AFCG,-0.17811647731125352,0.09360718955319823,0.13244330208333338,242689000,None,6.5,None,16.65,2.23,0.184,1.79,3.201,0.566,0.631,0.073,0.117,63507000,63507000,1.79,-0.678,-0.01,6.5,8.06,5.33,0.96,-,-,1.088,False
184,AFG,-0.12766768876947313,0.09360718955319823,0.230200835,10319623000,1334000000,11.51,2.78,47.56,2.38,0.0206,10.53,80.02,0.132,0.181,0.0267,0.198,6810000000,1463000000,10.53,-0.222,0.075,11.51,19.08,1.72,2.944,1.888,-,0.825,False
185,AFGB,0.06194086110433925,0.09360718955319823,,None,None,None,None,None,None,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
186,AFGC,0.1077147121558868,0.09360718955319823,,20540100,None,None,0,None,None,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
187,AFGD,0.1103166938542151,0.09360718955319823,,None,717000000,None,None,None,None,0,None,80.88,0.0321,0.0619,0.0041,0,7287000000,1675000000,0,-0.147,0.006,-,-,-,-,-,-,0.872,True
188,AFGE,0.06802907033415316,0.09360718955319823,,9874970000,None,None,0,None,None,0.0206,None,0,0,0,0,0,0,1302000000,0,0,0,-,-,-,-,-,-,None,False
189,AFIB,-0.004473095645309773,0.09360718955319823,-0.07443753153153153,20081400,-84874000,None,None,2.627,0,0,-1.45,0.578,-2.421,-5.58,-0.377,-0.438,16363000,-15547000,-1.45,0,0.138,-,-,1.462,0.391,1.088,0.0654,0.956,False
190,AFL,-0.04229783829662123,0.09360718955319823,0.1868495400000001,39094260000,4875000000,9.7,0.93,36.35,1.6,0.026,6.59,30.72,0.215,0.248,0.0209,0.151,19502000000,8080000000,6.59,-0.81,-0.262,9.7,12.8,2.06,1.812,2.243,-,0.939,False
191,AFMD,-0.6499526066350712,0.09360718955319823,0.10541626666666665,109361000,-87285000,None,0,1.024,0,0,-0.65,0.301,-2.006,-2.053,-0.259,-0.596,42869000,41801000,-0.65,0,0.113,-,-,3.796,0.923,2.199,0.533,2.566,False
192,AFRI,0.02731942361016422,0.09360718955319823,-0.0210145,303964000,3077000,None,None,1.863,0,0,-0.59,2.457,-0.054,-0.0049,0,0,295686000,42368000,-0.59,0,0.092,-,-,1.087,8.85,1.789,60.81,0.511,False
193,AFRIW,0.6216216216216216,0.09360718955319823,,None,10487000,None,None,0.283,0,0,-0.023,2.523,-0.0092,0.0285,0,0,236175000,0,-0.023,0,0.469,-,-,-,-,-,-,None,True
194,AFRM,-0.10661157024793382,0.09360718955319823,0.04263256000000002,3319204000,-979945024,None,None,8.59,0,0,-2.97,5.08,-0.55,-0.777,-0.0974,-0.327,1480078000,662431000,-2.97,0,0.107,-,-,2.087,22.61,3.397,-5.79,3.294,False
195,AFTR,0.03230237772974291,0.09360718955319823,,319375000,None,30.97,None,-0.351,0,0,0.33,0,0,0,-0.0036,0,0,0,0.33,-0.662,0,30.97,-,-,-,-,-,None,False
196,AFTR-U,0.0520686175580222,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
197,AFTR-WS,0.006282979352331117,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
198,AFYA,-0.343928798474253,0.09360718955319823,0.16934054545454544,931187000,796106000,13.92,None,35.57,0,0,0.77,25.78,0.16,0.285,0.0609,0.126,2329057000,1469505000,0.77,0.547,0.172,13.92,12.71,0.576,2.311,0.732,1.878,0.857,False
199,AG,-0.1504582750310942,0.09360718955319823,0.15391133766233767,2086048000,83859000,None,0,5.18,0.024,0.003,-0.43,2.372,-0.183,-0.0827,-0.0152,-0.081,624221000,140604000,-0.43,2.359,-0.277,-,63.69,3.306,1.759,3.603,16.69,0.943,False
200,AGAC,0.031093279839518425,0.09360718955319823,-0.06278724999999999,531472000,None,None,None,-0.432,0,0,-0.03,0,0,0,0,0,0,0,-0.03,-0.484,0,-,-,-,1.321,-,-326.51,0.0172,False
201,AGAC-U,0.028028028028027962,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
202,AGAE,-0.037536092396535096,0.09360718955319823,0.383529,46902500,-9468937,None,None,2.283,0,0,-0.28,0.163,-1.704,-1.816,-0.0708,-0.116,6352500,1248300,-0.28,0,-0.374,-,-,5.63,0.446,5.21,-3.851,1.397,False
203,AGBA,-0.869642857142857,0.09360718955319823,0.09731564705882352,89012000,-12012826,1.125,None,6.75,0,0,1.28,2.413,7.96,-1.07,-0.0042,-0.853,11431600,7602400,1.28,0,0.434,1.125,-,13.39,5.07,13.84,-18.12,0.27,False
204,AGBAW,-0.41791044776119407,0.09360718955319823,,None,None,None,None,None,0,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
205,AGCO,0.05537718595272881,0.09360718955319823,0.09815638461538458,9612178000,1569800000,10.67,1.933,52.04,0.92,0.0072,11.87,169.59,0.0703,0.103,0.0843,0.239,12651400000,3001300000,11.87,0.143,0.236,10.67,10.13,0.803,2.813,0.975,9.11,1.358,False
206,AGEN,-0.2623762376237624,0.09360718955319823,0.10117883620689648,495444000,-173296000,None,0,-0.201,0,0,-0.81,0.348,-2.245,-1.839,-0.256,-12.79,98024000,82609000,-0.81,0,0.401,-,-,8.27,218.61,7.57,-4.355,1.492,False
207,AGFS,0.07913669064748209,0.09360718955319823,0.16812629487179484,159157000,49221000,None,4.25,3.24,0,0,-1.15,3.103,-0.206,0.0221,0.0031,-0.0925,161937000,108496000,-1.15,-0.13,-0.132,-,-,0.92,0.86,3.217,13.43,1.069,False
208,AGFY,-0.8235629562043795,0.09360718955319823,0.054402424050632885,3586700,-63631000,None,None,13.02,0,0,-63.01,31.04,-2.084,-0.863,-0.311,-1.903,77644000,5234000,-63.01,0,-0.554,-,-,0.0933,0.233,0.495,-0.526,2.054,False
209,AGI,0.5625378569119762,0.09360718955319823,0.14588454716981125,5084912000,321200000,143.22,-2.5,6.91,0.1,0.008,0.09,2.094,0.0452,0.182,0.0257,0.0136,821200000,385000000,0.09,0.43,0.142,143.22,28.49,4.706,1.456,4.644,13.77,1.038,True
210,AGIL,-0.2853717026378897,0.09360718955319823,0.1399400625,151016000,2478000,None,None,1.738,0,0,-0.43,3.834,-0.114,-0.0257,-0.013,-0.231,176846000,57687000,-0.43,0,0.023,-,-,1.127,2.29,1.364,-41.32,-0.224,False
211,AGILW,-0.29787234042553185,0.09360718955319823,,None,5861000,None,None,33.43,None,0,-42.75,315.88,-0.135,-0.0069,0,0,150741000,0,-42.75,0,-0.089,-,-,-,-,-,-,None,False
212,AGIO,-0.1796429927838966,0.09360718955319823,0.09917167391304342,1211130000,-380483008,None,0,20,0,0,-4.26,0.26,0,-27.32,-0.182,-0.194,14240000,12536000,-4.26,0,0.243,-,2.466,164.39,1.623,107.31,-2.763,0.956,False
213,AGL,0.4503729202524384,0.09360718955319823,0.1440093461538462,10443649000,-104659000,None,None,2.525,0,0,-0.28,6.63,-0.0393,-0.0437,-0.0451,-0.101,2708211000,112286000,-0.28,0,0.49,-,114.94,2.855,6.57,2.509,-69.29,None,True
214,AGLE,-0.7871538461538462,0.09360718955319823,0.0815220601503759,18509000,-83214000,None,0,0.77,0,0,-0.97,0.028,0,-36.4,-0.585,-1.249,2329000,-262000,-0.97,0,-0.954,-,-,4.084,0.351,1.265,0.535,1.714,False
215,AGM,0.1566291948842786,0.09360718955319823,0.18068394736842103,1399268000,None,9.6,1.64,72.9,3.8,0.033,13.87,28.29,0.584,0.739,0.0068,0.143,305243000,305243000,13.87,0.354,0.193,9.6,-,4.271,1.695,-,-,1.044,True
216,AGM-A,0.058624641858382495,0.09360718955319823,,1419583000,None,7.86,0,72.9,3.8,0.041,13.87,28.29,0.584,0.739,0.0068,0.143,305243000,305243000,13.87,0.354,0.193,7.86,-,4.028,1.366,-,-,1.044,False
217,AGM-P-C,-0.00011454294960250748,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
218,AGM-P-D,0.22277332237127143,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
219,AGM-P-E,0.1972228434713221,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
220,AGM-P-F,0.18955050746418614,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
221,AGM-P-G,0.22985297613273298,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
222,AGMH,0.5300986510972416,0.09360718955319823,0.0905378888888889,55301000,25626300,2.151,None,1.459,0,0,1.06,6.97,0.124,0.169,0.221,0.968,150239000,6597600,1.06,0,2306.76,2.151,-,1.024,1.568,0.613,4.448,1.22,True
223,AGNC,0.24686695836705794,0.09360718955319823,0.1692286749999999,5895536000,None,None,17.55,10.85,1.44,0.143,-2.41,-2.078,0,1.066,-0.0199,-0.131,-1116000000,-1116000000,-2.41,-0.696,-0.657,-,4.082,7.43,1.037,-,-,1.207,True
224,AGNCL,0.08177351348897596,0.09360718955319823,,None,None,None,None,10.85,1.44,0.0901,None,-2.078,0,1.066,-0.0199,-0.131,-1116000000,-1116000000,0,0,0,-,-,-,-,-,-,1.207,False
225,AGNCM,0.09153918411526,0.09360718955319823,,7348082000,None,None,None,10.85,1.44,0.084,-1.86,-2.078,0,1.066,-0.0199,-0.131,-1116000000,-1116000000,-1.86,-0.696,-0.657,-,-,9.02,-,-,-,1.207,False
226,AGNCN,0.05294412907022255,0.09360718955319823,,8077968000,None,None,None,10.85,1.44,0.104,-1.86,-2.078,0,1.066,-0.0199,-0.131,-1116000000,-1116000000,-1.86,-0.696,-0.657,-,-,9.54,-,-,-,1.207,False
227,AGNCO,0.03629422572749027,0.09360718955319823,,None,None,None,None,10.85,1.44,0.0804,-1.86,-2.078,0,1.066,-0.0199,-0.131,-1116000000,-1116000000,-1.86,-0.696,-0.657,-,-,-,-,-,-,1.207,False
228,AGNCP,0.018401203006110204,0.09360718955319823,,6462494000,None,None,None,10.85,1.44,0.0782,-1.86,-2.078,0,1.066,-0.0199,-0.131,-1116000000,-1116000000,-1.86,-0.696,-0.657,-,-,3.931,-,-,-,1.207,False
229,AGO,-0.13714799263681615,0.09360718955319823,0.19536209090909087,3011184000,374000000,26.44,2.52,85.86,1,0.0223,1.92,13.01,0.152,0.444,0.0129,0.0232,818000000,788000000,1.92,-0.588,0.216,26.44,14.06,4.709,0.745,9.26,-,1.122,False
230,AGR,0.028687175729050742,0.09360718955319823,0.16301657522123897,15624743000,1893000000,17.41,4.183,50.13,1.76,0.0451,2.27,20.49,0.111,0.1,0.0123,0.0407,7923000000,2595000000,2.27,-0.117,0.116,17.41,18.8,2.111,0.87,3.315,11.4,0.416,False
